rank,uei,vendor,amount_M_lifetime,primary_naics,naics_desc,naics_2digit,naics_4digit,naics_sector_label,cage,country,lookup_status
1,W8PTMRME1496,LEONARDO SPA,1960.6631,336411,Aircraft Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,A1512,ITA,ok
2,CY16XXPHX213,ARCTIC SLOPE REGIONAL CORPORATION,987.4426,551114,"Corporate, Subsidiary, and Regional Managing Offices ",55,5511,Management of Companies,4N5H5,USA,ok
3,YHJESY2TDP23,MAJOR TOOL AND MACHINE INC,816.1143,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,01263,USA,ok
4,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,478.8134,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",33,3369,Manufacturing — Machinery/Electronics/Transport Eq,95403,USA,ok
5,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,374.2118,336412,Aircraft Engine and Engine Parts Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,24446,USA,ok
6,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,257.5225,,,,,Unknown,,,not_found
7,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,256.6765,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,6A9R2,USA,ok
8,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",178.4809,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,33,3334,Manufacturing — Machinery/Electronics/Transport Eq,66935,USA,ok
9,HHBLV49BQUY5,"ADVANCED SCIENCES AND TECHNOLOGIES, LLC",173.9504,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,49R49,USA,ok
10,KUC6XT7KEXN3,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,171.4662,334413,Semiconductor and Related Device Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,65628,USA,ok
11,FZPYZ11SFNA6,TIMKEN GEARS & SERVICES INC.,169.0458,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",33,3336,Manufacturing — Machinery/Electronics/Transport Eq,17454,USA,ok
12,UXEGD3WECED5,"EXTREME ENGINEERING SOLUTIONS, INC",152.6084,334111,Electronic Computer Manufacturing ,33,3341,Manufacturing — Machinery/Electronics/Transport Eq,3EK66,USA,ok
13,E582KXT4RVH6,"SUPERIOR ELECTROMECHANICAL COMPONENT SERVICE, INC.",146.655,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,66344,USA,ok
14,GC7MKAN5DG35,IN-DEPTH ENGINEERING CORPORATION,137.791,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,4HRH6,USA,ok
15,GA9GS8RRMSS9,MAJOR TOOL & MACHINE INC,131.7774,,,,,Unknown,,,not_found
16,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",130.4485,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,27410,USA,ok
17,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,119.9552,,,,,Unknown,,,not_found
18,NUJPUJELENZ5,AI CONVOY TOPCO & CY S.C.A.,118.203,,,,,Unknown,,,not_found
19,N1BWHKEBJKL5,ELEMENT SOLUTIONS INC,115.1394,,,,,Unknown,,,not_found
20,RB1NHMLR5BX9,DUCOMMUN INCORPORATED,105.8934,,,,,Unknown,,,not_found
21,YBVGQEYENNM6,HONEYWELL INTERNATIONAL INC.,100.1512,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,0B7T5,USA,ok
22,PQNBC8KG93R3,AMPHENOL CORPORATION,97.4839,,,,,Unknown,,,not_found
23,ZA7HPV7XXUE3,MERRILL TOOL HOLDING COMPANY,95.8757,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,6PH79,USA,ok
24,ZTD6PU46ALU3,"INDRA SISTEMAS, SOCIEDAD ANONIMA",94.1426,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,0177B,ESP,ok
25,WJZCK5XK7UC7,GOLDEN STAR TECHNOLOGY INC,91.8967,,,,,Unknown,,,not_found
26,J51ULX3CNCZ4,MERCURY SYSTEMS INC,89.2147,334111,Electronic Computer Manufacturing ,33,3341,Manufacturing — Machinery/Electronics/Transport Eq,3X893,USA,ok
27,YGXMYQKELLZ4,"HANWHA SYSTEMS CO., LTD.",84.4424,,,,,Unknown,,,not_found
28,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",77.5626,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,09JB5,USA,ok
29,F4XLUSKN1KX1,"ADVANCED INDUSTRIES, INC.",69.8856,332439,Other Metal Container Manufacturing ,33,3324,Manufacturing — Machinery/Electronics/Transport Eq,14555,USA,ok
30,HLBNNA4CPY83,CAES SYSTEMS LLC,69.0254,334419,Other Electronic Component Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,1BWN1,USA,ok
31,LGRAV9DLD7D4,"ANAREN, INC.",68.7033,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,33,3342,Manufacturing — Machinery/Electronics/Transport Eq,31597,USA,ok
32,HMN8Q5FPFFD3,COBHAM PLC,67.0151,,,,,Unknown,,,not_found
33,GU4MZLMEJN94,"SEYER INDUSTRIES, INC.",63.0609,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,19494,USA,ok
34,JT4PZH4BX5T9,RED RIVER TECHNOLOGY LLC,62.2857,541519,Other Computer Related Services,54,5415,Professional/Scientific/Technical Services,04MB1,USA,ok
35,F32RBQ3CHAG9,ROLLS-ROYCE HOLDINGS PLC,56.0347,,,,,Unknown,,,not_found
36,NXGLEN3CK1N6,"DATACON, INC.",54.5288,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,9M789,USA,ok
37,YKYBK6MSAKX5,GMT CORPORATION,52.8255,,,,,Unknown,,,not_found
38,DCV2KUEL85Z4,SENER GRUPO DE INGENIERIA SOCIEDAD ANONIMA,51.2183,,,,,Unknown,,,not_found
39,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,49.6234,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,20950,USA,ok
40,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",49.3176,335313,Switchgear and Switchboard Apparatus Manufacturing ,33,3353,Manufacturing — Machinery/Electronics/Transport Eq,3FEQ2,USA,ok
41,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,48.7897,334419,Other Electronic Component Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,1NUQ8,USA,ok
42,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",48.5818,332111,Iron and Steel Forging ,33,3321,Manufacturing — Machinery/Electronics/Transport Eq,6L572,USA,ok
43,E86GJS762JJ5,TOTAL SA,47.2477,424710,Petroleum Bulk Stations and Terminals ,42,4247,Wholesale Trade,FAQE4,FRA,ok
44,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,46.6615,551112,Offices of Other Holding Companies ,55,5511,Management of Companies,7RYX7,USA,ok
45,PU9QMDF6FYC6,"TTM TECHNOLOGIES, INC.",45.4044,334412,Bare Printed Circuit Board Manufacturing  ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,3EDZ0,USA,ok
46,F295NQHTL3F9,"AC&A ENTERPRISES HOLDINGS, LLC",44.1237,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,33,3342,Manufacturing — Machinery/Electronics/Transport Eq,91DL9,USA,ok
47,M7ANM2M6BKS7,STELLANT SYSTEMS INC,43.2198,334419,Other Electronic Component Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,73293,USA,ok
48,GZ17QWFNTMH6,"RANTEC MICROWAVE SYSTEMS, INC.",42.8511,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,04971,USA,ok
49,L2WVLS5L4WS3,FUTURAMIC TOOL & ENGINEERING COMPANY,41.8043,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,1NWR5,USA,ok
50,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",41.7724,326291,Rubber Product Manufacturing for Mechanical Use ,32,3262,Manufacturing — Chemicals/Plastics/Metals,3SKQ3,USA,ok
51,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,41.225,551114,"Corporate, Subsidiary, and Regional Managing Offices ",55,5511,Management of Companies,45681,USA,ok
52,N6BAAYHLH8G7,TTM PRINTED CIRCUIT GROUP LLC,41.221,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,1KAN6,USA,ok
53,JHWNUX2YXN31,"ALCOA EXTRUSIONS, INC.",40.7783,,,,,Unknown,,,not_found
54,LRNPUBGWKNA1,PORT ELECTRONICS CORPORATION,40.6699,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,42,4236,Wholesale Trade,1GFG6,USA,ok
55,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",39.0458,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",33,3336,Manufacturing — Machinery/Electronics/Transport Eq,01351,USA,ok
56,N9MKMSBPZQ55,MAINE MACHINE PRODUCTS COMPANY,39.0225,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,57413,USA,ok
57,NPJ8VMPXMNC3,"HI-AIR KOREA CO., LTD.",37.7865,,,,,Unknown,,,not_found
58,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",37.7833,332313,Plate Work Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,96059,USA,ok
59,FARLM1J6SB25,PRODUCTION ENGINEERING CORPORATION,36.1024,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,8X822,USA,ok
60,MC27B7LGBL34,DRS NETWORK & IMAGING SYSTEMS LLC,35.6914,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,32865,USA,ok
61,EAH2UTWCT3G6,"C.P.I. INTERNATIONAL, INC.",35.4076,,,,,Unknown,,,not_found
62,UAC2KLJM4XY1,"ARKWIN INDUSTRIES, INC.",33.9032,,,,,Unknown,,,not_found
63,KN4DLHTLNCS8,AIRCRAFT APPLIANCES AND EQUIPMENT LIMITED,33.7334,,,,,Unknown,,,not_found
64,V1MVHTMMJNV5,"TACTICAL ENGINEERING & ANALYSIS, INC.",33.4528,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,1KYD1,USA,ok
65,JL4GM8EL5JC9,"LOURDES INDUSTRIES, INC.",32.1233,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,01178,USA,ok
66,LANYLFV4LRE7,AMPHENOL PRINTED CIRCUITS INC,31.7576,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,57034,USA,ok
67,QKJUKKE5WPA8,GULF COPPER & MANUFACTURING CORPORATION,31.5893,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,1CCR8,USA,ok
68,KVFKXMDCMEK1,CORNING INCORPORATED,31.4998,327212,Other Pressed and Blown Glass and Glassware Manufacturing ,32,3272,Manufacturing — Chemicals/Plastics/Metals,1C6B0,USA,ok
69,K5CSHFKMR8C4,"HANWHA TECHWIN CO., LTD.",31.4606,336412,Aircraft Engine and Engine Parts Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,1645F,KOR,ok
70,JVPJXP6A4DF8,ONEX CORPORATION,31.1475,,,,,Unknown,,,not_found
71,ZC5JNMHPHWA9,"TECHNOLOGY DYNAMICS, INC.",30.6832,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,29019,USA,ok
72,HLE1E2KALJA5,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",29.9286,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",33,3353,Manufacturing — Machinery/Electronics/Transport Eq,04801,USA,ok
73,CTZWUSPKUMG8,HONEYWELL INTERNATIONAL INC,29.6082,,,,,Unknown,,,not_found
74,SVXNHLLWX953,ELLWOOD GROUP INCORPORATED,28.8663,,,,,Unknown,,,not_found
75,CVT6PBG5LC18,HONEYWELL INTERNATIONAL INC.,28.7303,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,59364,USA,ok
76,J645RTMFWMW1,"MAXIM EVAPORATORS OF AMERICA, LLC",28.5367,339999,All Other Miscellaneous Manufacturing ,33,3399,Manufacturing — Machinery/Electronics/Transport Eq,57RT4,USA,ok
77,YYVHWZMPP3F8,"DRS NAVAL POWER SYSTEMS, INC.",28.3499,,,,,Unknown,,,not_found
78,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",28.1982,333995,Fluid Power Cylinder and Actuator Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,06742,USA,ok
79,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",27.9059,,,,,Unknown,,,not_found
80,LJCSMLKU1MR5,"GENERAL MICRO SYSTEMS, INC",27.8115,334111,Electronic Computer Manufacturing ,33,3341,Manufacturing — Machinery/Electronics/Transport Eq,0A8J6,USA,ok
81,VMRALEFZBCN7,SANMINA-SCI CORPORATION,27.0294,,,,,Unknown,,,not_found
82,YMYQQQBNG2K5,RAM-SYSTEM GESELLSCHAFT MIT BESCHRANKTER HAFTUNG,27.0082,,,,,Unknown,,,not_found
